psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
17	0	0	0	0	0	0	0	+	190804-2	18	1	18	mmu-mir-130b	82	51	68	1	17,	1,	51,
17	1	0	0	0	0	0	0	+	190816-2	18	0	18	mmu-mir-191	74	6	24	1	18,	0,	6,
17	0	0	0	0	0	0	0	+	190826-2	18	0	17	mmu-mir-9-3	90	15	32	1	17,	0,	15,
17	0	0	0	0	0	0	0	+	190826-2	18	0	17	mmu-mir-9-2	72	7	24	1	17,	0,	7,
17	0	0	0	0	0	0	0	+	190826-2	18	0	17	mmu-mir-9-1	89	15	32	1	17,	0,	15,
20	0	0	0	0	0	0	0	+	190838-2	20	0	20	mmu-mir-18a	96	58	78	1	20,	0,	58,
18	1	0	0	0	0	0	0	+	190842-2	19	0	19	mmu-mir-93	88	14	33	1	19,	0,	14,
18	1	0	0	0	0	0	0	+	190853-2	19	0	19	mmu-mir-376a	68	43	62	1	19,	0,	43,
20	1	0	0	0	0	0	0	+	190854-2	21	0	21	mmu-mir-672	100	24	45	1	21,	0,	24,
20	0	0	0	0	0	0	0	+	190856-2	21	1	21	mmu-mir-292	82	12	32	1	20,	1,	12,
18	1	0	0	0	0	0	0	+	190860-2	19	0	19	mmu-mir-130b	82	50	69	1	19,	0,	50,
18	0	0	0	0	0	0	0	+	190865-2	19	1	19	mmu-mir-125a	68	44	62	1	18,	1,	44,
18	1	0	0	0	0	0	0	+	190877-2	19	0	19	mmu-mir-296	79	12	31	1	19,	0,	12,
20	1	0	0	0	0	0	0	+	190896-2	21	0	21	mmu-mir-21	92	17	38	1	21,	0,	17,
17	1	0	0	0	0	0	0	+	190920-2	18	0	18	mmu-mir-291a	82	13	31	1	18,	0,	13,
20	1	0	0	0	0	0	0	+	190939-2	21	0	21	mmu-mir-292	82	49	70	1	21,	0,	49,
17	1	0	0	0	0	0	0	+	190979-2	18	0	18	mmu-mir-26b	85	14	32	1	18,	0,	14,
17	1	0	0	0	0	0	0	+	190979-2	18	0	18	mmu-mir-26a-2	84	13	31	1	18,	0,	13,
17	0	0	0	0	0	0	0	+	190980-2	17	0	17	mmu-mir-679	74	8	25	1	17,	0,	8,
18	0	0	0	0	0	0	0	+	190983-2	20	2	20	mmu-mir-380	61	6	24	1	18,	2,	6,
18	0	0	0	0	0	1	1	+	190986-2	18	0	18	mmu-mir-27a	87	55	74	2	9,9,	0,9,	55,65,
17	0	0	0	0	0	0	0	+	190987-2	17	0	17	mmu-mir-290	83	17	34	1	17,	0,	17,
19	1	0	0	0	0	0	0	+	191036-2	20	0	20	mmu-mir-3470b	126	73	93	1	20,	0,	73,
20	0	0	0	0	0	0	0	+	191036-2	20	0	20	mmu-mir-3470a	77	49	69	1	20,	0,	49,
20	0	0	0	0	0	1	43	-	191036-2	20	0	20	mmu-mir-709	88	20	83	2	5,15,	0,5,	20,68,
20	0	0	0	0	0	0	0	+	191040-2	21	1	21	mmu-mir-669h	125	21	41	1	20,	1,	21,
18	2	0	0	0	0	0	0	+	191040-2	21	1	21	mmu-mir-669a-2	97	9	29	1	20,	1,	9,
17	1	0	0	0	0	0	0	+	191050-2	18	0	18	mmu-mir-294	84	52	70	1	18,	0,	52,
19	1	0	0	0	0	0	0	+	191064-2	20	0	20	mmu-mir-499	79	13	33	1	20,	0,	13,
18	2	0	0	0	0	0	0	+	191122-2	20	0	20	mmu-mir-1934	83	63	83	1	20,	0,	63,
18	1	0	0	0	0	0	0	+	191123-2	19	0	19	mmu-mir-294	84	14	33	1	19,	0,	14,
17	1	0	0	0	0	0	0	+	191162-2	18	0	18	mmu-mir-294	84	50	68	1	18,	0,	50,
21	0	0	0	0	0	0	0	+	191166-2	21	0	21	mmu-mir-2133-2	95	35	56	1	21,	0,	35,
21	0	0	0	0	0	0	0	+	191166-2	21	0	21	mmu-mir-2133-1	91	33	54	1	21,	0,	33,
18	1	0	0	0	0	0	0	+	191171-2	19	0	19	mmu-mir-302c	68	44	63	1	19,	0,	44,
19	1	0	0	0	0	0	0	+	191184-2	20	0	20	mmu-mir-369	79	48	68	1	20,	0,	48,
20	1	0	0	0	0	0	0	+	191197-2	21	0	21	mmu-mir-291a	82	13	34	1	21,	0,	13,
19	1	0	0	0	0	0	0	+	191218-2	20	0	20	mmu-let-7g	88	6	26	1	20,	0,	6,
16	0	0	0	0	0	0	0	+	191222-2	22	0	16	mmu-mir-669f	121	57	73	1	16,	0,	57,
16	0	0	0	0	0	0	0	+	191222-2	22	0	16	mmu-mir-467g	120	79	95	1	16,	0,	79,
20	1	0	0	0	0	0	0	+	191222-2	22	0	21	mmu-mir-467f	120	80	101	1	21,	0,	80,
19	0	0	0	0	0	0	0	+	191222-2	22	0	19	mmu-mir-467e	87	47	66	1	19,	0,	47,
21	0	0	0	0	0	0	0	+	191222-2	22	0	21	mmu-mir-467d	85	46	67	1	21,	0,	46,
19	0	0	0	0	0	0	0	+	191222-2	22	0	19	mmu-mir-467c	97	46	65	1	19,	0,	46,
17	0	0	0	0	0	0	0	+	191222-2	22	0	17	mmu-mir-467b	73	45	62	1	17,	0,	45,
21	0	0	0	0	0	0	0	+	191222-2	22	0	21	mmu-mir-467a-1	73	45	66	1	21,	0,	45,
17	0	0	0	0	0	0	0	+	191230-2	21	4	21	mmu-mir-302d	66	45	62	1	17,	4,	45,
17	1	0	0	0	0	0	0	+	191285-2	18	0	18	mmu-mir-291b	79	11	29	1	18,	0,	11,
18	0	0	0	0	0	0	0	+	191285-2	18	0	18	mmu-mir-291a	82	12	30	1	18,	0,	12,
18	0	0	0	0	0	0	0	+	191290-2	19	0	18	mmu-mir-410	81	14	32	1	18,	0,	14,
20	1	0	0	0	0	0	0	+	191322-2	21	0	21	mmu-mir-494	85	49	70	1	21,	0,	49,
19	1	0	0	0	0	0	0	+	191329-2	20	0	20	mmu-mir-320	82	47	67	1	20,	0,	47,
16	0	0	0	0	0	0	0	+	191339-2	16	0	16	mmu-mir-191	74	6	22	1	16,	0,	6,
16	0	0	0	0	0	0	0	+	191346-2	21	0	16	mmu-mir-669o	96	19	35	1	16,	0,	19,
19	2	0	0	0	0	0	0	+	191346-2	21	0	21	mmu-mir-669m-2	98	18	39	1	21,	0,	18,
19	2	0	0	0	0	0	0	+	191346-2	21	0	21	mmu-mir-669m-1	98	19	40	1	21,	0,	19,
16	0	0	0	0	0	0	0	+	191346-2	21	0	16	mmu-mir-669l	98	18	34	1	16,	0,	18,
20	1	0	0	0	0	0	0	+	191346-2	21	0	21	mmu-mir-669f	121	19	40	1	21,	0,	19,
16	0	0	0	0	0	0	0	+	191346-2	21	0	16	mmu-mir-669a-3	109	27	43	1	16,	0,	27,
16	0	0	0	0	0	0	0	+	191346-2	21	0	16	mmu-mir-669a-2	97	21	37	1	16,	0,	21,
16	0	0	0	0	0	0	0	+	191346-2	21	0	16	mmu-mir-669a-1	97	19	35	1	16,	0,	19,
19	2	0	0	0	0	0	0	+	191346-2	21	0	21	mmu-mir-466h	81	5	26	1	21,	0,	5,
17	1	0	0	0	0	0	0	+	191346-2	21	3	21	mmu-mir-466f-3	94	14	32	1	18,	3,	14,
17	1	0	0	0	0	0	0	+	191346-2	21	3	21	mmu-mir-466f-2	94	14	32	1	18,	3,	14,
17	1	0	0	0	0	0	0	+	191346-2	21	3	21	mmu-mir-466f-1	94	14	32	1	18,	3,	14,
17	1	0	0	0	0	0	0	-	191346-2	21	3	21	mmu-mir-466g	80	50	68	1	18,	0,	50,
20	1	0	0	0	0	0	0	+	191353-2	21	0	21	mmu-mir-99b	70	6	27	1	21,	0,	6,
19	1	0	0	0	0	0	0	+	191361-2	20	0	20	mmu-mir-183	70	6	26	1	20,	0,	6,
19	0	0	0	0	0	0	0	+	191366-2	20	1	20	mmu-mir-19b-2	84	54	73	1	19,	1,	54,
19	0	0	0	0	0	0	0	+	191366-2	20	1	20	mmu-mir-19b-1	87	54	73	1	19,	1,	54,
19	0	0	0	0	0	1	6	+	191400-2	20	1	20	mmu-mir-669m-2	98	13	38	2	6,13,	1,7,	13,25,
19	0	0	0	0	0	1	2	+	191400-2	20	1	20	mmu-mir-466k	122	97	118	2	6,13,	1,7,	97,105,
19	1	0	0	0	0	0	0	+	191400-2	20	0	20	mmu-mir-297a-6	82	50	70	1	20,	0,	50,
19	1	0	0	0	0	0	0	+	191400-2	20	0	20	mmu-mir-297a-5	90	10	30	1	20,	0,	10,
19	1	0	0	0	0	0	0	+	191400-2	20	0	20	mmu-mir-297a-4	98	10	30	1	20,	0,	10,
19	1	0	0	0	0	0	0	+	191400-2	20	0	20	mmu-mir-297a-3	102	10	30	1	20,	0,	10,
19	1	0	0	0	0	0	0	+	191400-2	20	0	20	mmu-mir-297a-2	64	35	55	1	20,	0,	35,
20	0	0	0	0	0	1	1	+	191423-2	20	0	20	mmu-mir-31	106	27	48	2	13,7,	0,13,	27,41,
20	1	0	0	0	0	0	0	+	191427-2	21	0	21	mmu-mir-134	71	6	27	1	21,	0,	6,
20	1	0	0	0	0	0	0	+	191429-2	21	0	21	mmu-mir-30d	82	11	32	1	21,	0,	11,
19	2	0	0	0	0	0	0	+	191429-2	21	0	21	mmu-mir-30a	71	5	26	1	21,	0,	5,
19	1	0	0	0	0	0	0	+	191437-2	21	1	21	mmu-mir-302d	66	42	62	1	20,	1,	42,
19	1	0	0	0	0	0	0	+	191501-2	20	0	20	mmu-let-7f-2	83	7	27	1	20,	0,	7,
19	1	0	0	0	0	0	0	+	191501-2	20	0	20	mmu-let-7f-1	89	7	27	1	20,	0,	7,
21	1	0	0	0	0	0	0	+	191534-2	22	0	22	mmu-mir-24-2	107	60	82	1	22,	0,	60,
21	1	0	0	0	0	0	0	+	191534-2	22	0	22	mmu-mir-24-1	68	43	65	1	22,	0,	43,
20	2	0	0	0	0	0	0	+	191536-2	22	0	22	mmu-mir-292	82	49	71	1	22,	0,	49,
16	0	0	0	0	0	0	0	+	191557-2	16	0	16	mmu-mir-291a	82	51	67	1	16,	0,	51,
21	1	0	0	0	0	0	0	-	191566-2	23	1	23	mmu-mir-1186	122	34	56	1	22,	0,	34,
19	0	0	0	0	0	0	0	+	191581-2	19	0	19	mmu-mir-23b	74	8	27	1	19,	0,	8,
18	1	0	0	0	0	0	0	+	191617-2	19	0	19	mmu-mir-302a	69	8	27	1	19,	0,	8,
18	1	0	0	0	0	0	0	+	191618-2	19	0	19	mmu-mir-494	85	49	68	1	19,	0,	49,
16	0	0	0	0	0	0	0	+	191630-2	16	0	16	mmu-mir-136	62	40	56	1	16,	0,	40,
20	0	0	0	0	0	1	45	+	191644-2	20	0	20	mmu-let-7g	88	6	71	2	12,8,	0,12,	6,63,
18	1	0	0	0	0	0	0	+	191648-2	21	0	19	mmu-mir-381	75	48	67	1	19,	0,	48,
20	1	0	0	0	0	0	0	+	191648-2	21	0	21	mmu-mir-300	79	50	71	1	21,	0,	50,
18	1	0	0	0	0	0	0	+	191744-2	19	0	19	mmu-mir-363	75	49	68	1	19,	0,	49,
18	1	0	0	0	0	0	0	+	191761-2	19	0	19	mmu-mir-409	79	47	66	1	19,	0,	47,
17	0	0	0	0	0	0	0	+	191798-2	17	0	17	mmu-mir-423	109	63	80	1	17,	0,	63,
17	0	0	0	0	0	0	0	+	191823-2	21	0	17	mmu-mir-29c	88	53	70	1	17,	0,	53,
20	0	0	0	0	0	0	0	+	191823-2	21	0	20	mmu-mir-29b-2	81	51	71	1	20,	0,	51,
20	0	0	0	0	0	0	0	+	191823-2	21	0	20	mmu-mir-29b-1	71	46	66	1	20,	0,	46,
16	0	0	0	0	0	0	0	+	191879-2	16	0	16	mmu-mir-709	88	71	87	1	16,	0,	71,
19	0	0	0	0	0	0	0	+	191898-2	21	1	20	mmu-mir-292	82	51	70	1	19,	1,	51,
18	1	0	0	0	0	0	0	+	191927-2	19	0	19	mmu-mir-291a	82	50	69	1	19,	0,	50,
18	1	0	0	0	0	0	0	+	191930-2	19	0	19	mmu-mir-17	84	13	32	1	19,	0,	13,
17	0	0	0	0	0	0	0	+	191952-2	23	6	23	mmu-mir-2135-4	107	0	17	1	17,	6,	0,
18	0	0	0	0	0	0	0	+	191952-2	23	5	23	mmu-mir-2135-3	110	0	18	1	18,	5,	0,
18	0	0	0	0	0	0	0	+	191952-2	23	5	23	mmu-mir-2135-2	110	0	18	1	18,	5,	0,
18	0	0	0	0	0	0	0	+	191952-2	23	5	23	mmu-mir-2135-1	110	0	18	1	18,	5,	0,
18	1	0	0	0	0	0	0	+	191967-2	19	0	19	mmu-mir-294	84	14	33	1	19,	0,	14,
16	0	0	0	0	0	0	0	+	191967-2	19	2	18	mmu-mir-291b	79	14	30	1	16,	2,	14,
16	0	0	0	0	0	0	0	+	191967-2	19	2	18	mmu-mir-291a	82	15	31	1	16,	2,	15,
22	1	0	0	0	0	0	0	+	191984-2	23	0	23	mmu-mir-292	82	49	72	1	23,	0,	49,
20	1	0	0	0	0	0	0	+	191986-2	21	0	21	mmu-mir-194-2	86	15	36	1	21,	0,	15,
18	1	0	0	0	0	0	0	+	191990-2	19	0	19	mmu-mir-106a	65	4	23	1	19,	0,	4,
20	1	0	0	0	0	0	0	+	192023-2	21	0	21	mmu-mir-485	73	44	65	1	21,	0,	44,
20	1	0	0	0	0	1	2	+	192025-2	21	0	21	mmu-mir-1186b	64	33	56	2	6,15,	0,6,	33,41,
18	2	0	0	0	0	0	0	+	192026-2	20	0	20	mmu-mir-293	80	47	67	1	20,	0,	47,
20	0	0	0	0	0	1	1	+	192097-2	20	0	20	mmu-mir-302c	68	43	64	2	6,14,	0,6,	43,50,
18	1	0	0	0	0	0	0	+	192111-2	19	0	19	mmu-mir-411	82	15	34	1	19,	0,	15,
16	0	0	0	0	0	0	0	+	192144-2	16	0	16	mmu-mir-187	61	39	55	1	16,	0,	39,
18	0	0	0	0	0	0	0	+	192171-2	20	2	20	mmu-mir-293	80	49	67	1	18,	2,	49,
19	1	0	0	0	0	0	0	+	192193-2	20	0	20	mmu-let-7e	93	14	34	1	20,	0,	14,
17	1	0	0	0	0	0	0	-	192193-2	20	2	20	mmu-let-7b	85	60	78	1	18,	0,	60,
20	1	0	0	0	0	0	0	+	192202-2	21	0	21	mmu-mir-221	95	59	80	1	21,	0,	59,
22	0	0	0	0	0	0	0	+	192217-2	22	0	22	mmu-mir-382	76	10	32	1	22,	0,	10,
17	0	0	0	0	0	0	0	+	192218-2	17	0	17	mmu-mir-2133-2	95	2	19	1	17,	0,	2,
17	0	0	0	0	0	0	0	+	192218-2	17	0	17	mmu-mir-2133-1	91	0	17	1	17,	0,	0,
20	1	0	0	0	0	0	0	+	192248-2	21	0	21	mmu-mir-200c	69	44	65	1	21,	0,	44,
19	2	0	0	0	0	0	0	+	192248-2	21	0	21	mmu-mir-200b	70	44	65	1	21,	0,	44,
20	1	0	0	0	0	0	0	+	192263-2	21	0	21	mmu-mir-130b	82	50	71	1	21,	0,	50,
18	1	0	0	0	0	0	0	+	192266-2	19	0	19	mmu-mir-1935	60	28	47	1	19,	0,	28,
18	1	0	0	0	0	0	0	+	192266-2	19	0	19	mmu-mir-1195	123	20	39	1	19,	0,	20,
20	1	0	0	0	0	0	0	+	192270-2	21	0	21	mmu-mir-18a	96	16	37	1	21,	0,	16,
18	0	0	0	0	0	0	0	+	192316-2	21	0	18	mmu-mir-16-2	95	16	34	1	18,	0,	16,
18	0	0	0	0	0	0	0	+	192316-2	21	0	18	mmu-mir-16-1	93	15	33	1	18,	0,	15,
18	0	0	0	0	0	0	0	+	192318-2	18	0	18	mmu-mir-2138	86	44	62	1	18,	0,	44,
19	0	0	0	0	0	0	0	+	192320-2	20	1	20	mmu-mir-101b	97	59	78	1	19,	1,	59,
19	0	0	0	0	0	0	0	+	192343-2	19	0	19	mmu-mir-2138	86	15	34	1	19,	0,	15,
16	0	0	0	0	0	0	0	+	192363-2	20	4	20	mmu-mir-467e	87	14	30	1	16,	4,	14,
18	2	0	0	0	0	0	0	+	192371-2	20	0	20	mmu-mir-467c	97	10	30	1	20,	0,	10,
19	1	0	0	0	0	0	0	+	192371-2	20	0	20	mmu-mir-467b	73	9	29	1	20,	0,	9,
19	1	0	0	0	0	0	0	+	192371-2	20	0	20	mmu-mir-467a-1	73	9	29	1	20,	0,	9,
20	0	0	0	0	0	0	0	+	192372-2	21	1	21	mmu-mir-379	66	6	26	1	20,	1,	6,
20	1	0	0	0	0	0	0	+	192373-2	21	0	21	mmu-mir-342	99	19	40	1	21,	0,	19,
16	0	0	0	0	0	0	0	+	192375-2	16	0	16	mmu-mir-26a-2	84	16	32	1	16,	0,	16,
16	0	0	0	0	0	0	0	+	192375-2	16	0	16	mmu-mir-26a-1	90	18	34	1	16,	0,	18,
19	1	0	0	0	0	0	0	+	192376-2	20	0	20	mmu-mir-181c	89	16	36	1	20,	0,	16,
18	0	0	0	0	0	0	0	+	192419-2	24	4	22	mmu-mir-690	109	59	77	1	18,	4,	59,
18	0	0	0	0	0	0	0	+	192419-2	24	4	22	mmu-mir-3473	71	51	69	1	18,	4,	51,
19	2	0	0	0	0	0	0	+	192419-2	24	0	21	mmu-mir-1931	119	98	119	1	21,	0,	98,
21	0	0	0	0	0	0	0	+	192432-2	22	0	21	mmu-mir-379	66	5	26	1	21,	0,	5,
20	1	0	0	0	0	0	0	+	192439-2	21	0	21	mmu-mir-20b	80	49	70	1	21,	0,	49,
20	1	0	0	0	0	0	0	+	192449-2	21	0	21	mmu-mir-17	84	50	71	1	21,	0,	50,
17	0	0	0	0	0	0	0	+	192509-2	17	0	17	mmu-mir-669m-2	98	18	35	1	17,	0,	18,
17	0	0	0	0	0	0	0	+	192509-2	17	0	17	mmu-mir-669m-1	98	19	36	1	17,	0,	19,
17	0	0	0	0	0	0	0	+	192509-2	17	0	17	mmu-mir-669b	97	24	41	1	17,	0,	24,
18	0	0	0	0	0	0	0	+	192526-2	22	0	18	mmu-mir-107	87	51	69	1	18,	0,	51,
21	1	0	0	0	0	0	0	+	192526-2	22	0	22	mmu-mir-103-2	86	51	73	1	22,	0,	51,
21	1	0	0	0	0	0	0	+	192526-2	22	0	22	mmu-mir-103-1	86	51	73	1	22,	0,	51,
21	1	0	0	0	0	0	0	+	192544-2	22	0	22	mmu-mir-302b	74	47	69	1	22,	0,	47,
17	1	0	0	0	0	0	0	+	192546-2	18	0	18	mmu-mir-2133-2	95	5	23	1	18,	0,	5,
20	1	0	0	0	0	0	0	+	192550-2	21	0	21	mmu-mir-302c	68	43	64	1	21,	0,	43,
19	1	0	0	0	0	0	0	+	192561-2	20	0	20	mmu-mir-467d	85	10	30	1	20,	0,	10,
19	1	0	0	0	0	0	0	+	192570-2	21	0	20	mmu-mir-302d	66	41	61	1	20,	0,	41,
20	1	0	0	0	0	0	0	+	192573-2	21	0	21	mmu-mir-127	70	42	63	1	21,	0,	42,
20	1	0	0	0	0	0	0	+	192578-2	22	0	21	mmu-mir-2141	89	16	37	1	21,	0,	16,
20	1	0	0	0	0	0	0	+	192583-2	21	0	21	mmu-mir-92a-2	91	54	75	1	21,	0,	54,
20	1	0	0	0	0	0	0	+	192583-2	21	0	21	mmu-mir-92a-1	80	49	70	1	21,	0,	49,
19	1	0	0	0	0	0	0	+	192596-2	20	0	20	mmu-mir-295	69	42	62	1	20,	0,	42,
20	1	0	0	0	0	0	0	+	192603-2	21	0	21	mmu-mir-293	80	47	68	1	21,	0,	47,
20	0	0	0	0	0	0	0	+	192611-2	20	0	20	mmu-let-7f-2	83	6	26	1	20,	0,	6,
19	0	0	0	0	0	0	0	+	192611-2	20	1	20	mmu-let-7f-1	89	7	26	1	19,	1,	7,
19	1	0	0	0	0	0	0	+	192611-2	20	0	20	mmu-let-7a-1	94	11	31	1	20,	0,	11,
20	1	0	0	0	0	0	0	+	192619-2	21	0	21	mmu-mir-342	99	19	40	1	21,	0,	19,
20	0	0	0	0	0	0	0	+	192650-2	21	0	20	mmu-mir-155	65	3	23	1	20,	0,	3,
20	1	0	0	0	0	0	0	+	192652-2	21	0	21	mmu-mir-29b-2	81	51	72	1	21,	0,	51,
20	1	0	0	0	0	0	0	+	192652-2	21	0	21	mmu-mir-29b-1	71	46	67	1	21,	0,	46,
21	0	0	0	0	0	0	0	+	192657-2	23	1	22	mmu-mir-130a	64	42	63	1	21,	1,	42,
18	1	0	0	0	0	0	0	+	192695-2	19	0	19	mmu-mir-467c	97	9	28	1	19,	0,	9,
20	1	0	0	0	0	0	0	+	192696-2	21	0	21	mmu-mir-298	82	10	31	1	21,	0,	10,
21	1	0	0	0	0	0	0	+	192732-2	22	0	22	mmu-mir-146b	109	28	50	1	22,	0,	28,
21	1	0	0	0	0	0	0	+	192732-2	22	0	22	mmu-mir-146a	65	5	27	1	22,	0,	5,
19	0	0	0	0	0	0	0	+	192765-2	21	0	19	mmu-mir-302d	66	41	60	1	19,	0,	41,
17	0	0	0	0	0	0	0	+	192765-2	21	0	17	mmu-mir-302b	74	47	64	1	17,	0,	47,
17	0	0	0	0	0	0	0	+	192765-2	21	0	17	mmu-mir-302a	69	43	60	1	17,	0,	43,
19	0	0	0	0	0	0	0	-	192779-2	19	0	19	mmu-mir-2182	116	95	114	1	19,	0,	95,
19	1	0	0	0	0	0	0	+	192791-2	20	0	20	mmu-mir-652	98	60	80	1	20,	0,	60,
19	1	0	0	0	0	0	0	+	192803-2	21	1	21	mmu-mir-302d	66	42	62	1	20,	1,	42,
19	0	0	0	0	0	0	0	+	192807-2	19	0	19	mmu-mir-668	66	2	21	1	19,	0,	2,
20	2	0	0	0	0	0	0	+	192838-2	22	0	22	mmu-mir-669m-2	98	23	45	1	22,	0,	23,
20	2	0	0	0	0	0	0	+	192838-2	22	0	22	mmu-mir-669m-1	98	24	46	1	22,	0,	24,
20	2	0	0	0	0	0	0	+	192838-2	22	0	22	mmu-mir-669f	121	24	46	1	22,	0,	24,
17	1	0	0	0	0	0	0	+	192838-2	22	0	18	mmu-mir-669b	97	29	47	1	18,	0,	29,
17	1	0	0	0	0	0	0	+	192838-2	22	0	18	mmu-mir-466k	122	103	121	1	18,	0,	103,
20	2	0	0	0	0	0	0	+	192838-2	22	0	22	mmu-mir-466j	122	79	101	1	22,	0,	79,
21	1	0	0	0	0	0	0	+	192838-2	22	0	22	mmu-mir-466h	81	10	32	1	22,	0,	10,
17	1	0	0	0	0	0	0	+	192838-2	22	0	18	mmu-mir-466f-4	121	24	42	1	18,	0,	24,
20	2	0	0	0	0	0	0	+	192838-2	22	0	22	mmu-mir-297a-5	90	15	37	1	22,	0,	15,
20	2	0	0	0	0	0	0	+	192838-2	22	0	22	mmu-mir-297a-4	98	15	37	1	22,	0,	15,
20	2	0	0	0	0	0	0	+	192838-2	22	0	22	mmu-mir-297a-3	102	15	37	1	22,	0,	15,
17	1	0	0	0	0	0	0	+	192838-2	22	0	18	mmu-mir-297a-1	76	19	37	1	18,	0,	19,
24	0	0	0	0	0	0	0	+	192849-2	24	0	24	mmu-mir-2135-5	102	9	33	1	24,	0,	9,
23	1	0	0	0	0	0	0	+	192849-2	24	0	24	mmu-mir-2135-4	107	13	37	1	24,	0,	13,
24	0	0	0	0	0	0	0	+	192849-2	24	0	24	mmu-mir-2135-3	110	14	38	1	24,	0,	14,
24	0	0	0	0	0	0	0	+	192849-2	24	0	24	mmu-mir-2135-2	110	14	38	1	24,	0,	14,
24	0	0	0	0	0	0	0	+	192849-2	24	0	24	mmu-mir-2135-1	110	14	38	1	24,	0,	14,
21	1	0	0	0	0	0	0	+	192873-2	22	0	22	mmu-mir-669o	96	18	40	1	22,	0,	18,
20	2	0	0	0	0	0	0	+	192873-2	22	0	22	mmu-mir-669a-2	97	20	42	1	22,	0,	20,
22	0	0	0	0	0	0	0	+	192881-2	22	0	22	mmu-mir-2135-5	102	0	22	1	22,	0,	0,
22	0	0	0	0	0	0	0	+	192881-2	22	0	22	mmu-mir-2135-4	107	4	26	1	22,	0,	4,
22	0	0	0	0	0	0	0	+	192881-2	22	0	22	mmu-mir-2135-3	110	5	27	1	22,	0,	5,
22	0	0	0	0	0	0	0	+	192881-2	22	0	22	mmu-mir-2135-2	110	5	27	1	22,	0,	5,
22	0	0	0	0	0	0	0	+	192881-2	22	0	22	mmu-mir-2135-1	110	5	27	1	22,	0,	5,
16	0	0	0	0	0	0	0	+	192936-2	19	3	19	mmu-mir-709	88	68	84	1	16,	3,	68,
21	0	0	0	0	0	0	0	+	192951-2	21	0	21	mmu-mir-500	92	20	41	1	21,	0,	20,
20	1	0	0	0	0	0	0	+	192963-2	21	0	21	mmu-mir-669l	98	18	39	1	21,	0,	18,
19	2	0	0	0	0	0	0	+	192963-2	21	0	21	mmu-mir-669d	121	41	62	1	21,	0,	41,
20	1	0	0	0	0	0	0	+	192989-2	21	0	21	mmu-mir-412	80	14	35	1	21,	0,	14,
19	1	0	0	0	0	0	0	+	192992-2	20	0	20	mmu-mir-669f	121	19	39	1	20,	0,	19,
17	1	0	0	0	0	0	0	+	193022-2	20	1	19	mmu-mir-466d	96	2	20	1	18,	1,	2,
19	1	0	0	0	0	0	0	+	193031-2	20	0	20	mmu-mir-543	76	10	30	1	20,	0,	10,
19	1	0	0	0	0	0	0	+	193038-2	20	0	20	mmu-mir-433	124	66	86	1	20,	0,	66,
20	0	0	0	0	0	0	0	+	193044-2	21	0	20	mmu-mir-290	83	13	33	1	20,	0,	13,
19	0	0	0	0	0	0	0	+	193085-2	19	0	19	mmu-mir-465c-2	81	50	69	1	19,	0,	50,
19	0	0	0	0	0	0	0	+	193085-2	19	0	19	mmu-mir-465c-1	81	50	69	1	19,	0,	50,
19	0	0	0	0	0	0	0	+	193085-2	19	0	19	mmu-mir-465b-2	79	48	67	1	19,	0,	48,
19	0	0	0	0	0	0	0	+	193085-2	19	0	19	mmu-mir-465b-1	79	48	67	1	19,	0,	48,
19	0	0	0	0	0	0	0	+	193085-2	19	0	19	mmu-mir-465a	74	42	61	1	19,	0,	42,
21	1	0	0	0	0	0	0	+	193086-2	22	0	22	mmu-mir-30d	82	11	33	1	22,	0,	11,
20	1	0	0	0	0	0	0	+	193099-2	21	0	21	mmu-mir-429	83	50	71	1	21,	0,	50,
18	0	0	0	0	0	0	0	+	193121-2	20	2	20	mmu-mir-669a-3	109	30	48	1	18,	2,	30,
18	0	0	0	0	0	0	0	+	193121-2	20	2	20	mmu-mir-669a-2	97	24	42	1	18,	2,	24,
18	0	0	0	0	0	0	0	+	193121-2	20	2	20	mmu-mir-669a-1	97	22	40	1	18,	2,	22,
16	0	0	0	0	0	0	0	+	193156-2	16	0	16	mmu-mir-16-2	95	16	32	1	16,	0,	16,
16	0	0	0	0	0	0	0	+	193156-2	16	0	16	mmu-mir-16-1	93	15	31	1	16,	0,	15,
18	0	0	0	0	0	0	0	+	193211-2	18	0	18	mmu-mir-374	95	51	69	1	18,	0,	51,
18	0	0	0	0	0	0	0	-	193211-2	18	0	18	mmu-mir-374	95	23	41	1	18,	0,	23,
21	0	0	0	0	0	0	0	+	193223-2	22	1	22	mmu-mir-421	76	44	65	1	21,	1,	44,
19	1	0	0	0	0	0	0	+	193224-2	20	0	20	mmu-mir-106b	82	11	31	1	20,	0,	11,
19	2	0	0	0	0	0	0	+	193232-2	21	0	21	mmu-mir-1195	123	20	41	1	21,	0,	20,
20	1	0	0	0	0	0	0	+	193233-2	21	0	21	mmu-mir-665	94	54	75	1	21,	0,	54,
20	2	0	0	0	0	0	0	+	193234-2	22	0	22	mmu-mir-292	82	49	71	1	22,	0,	49,
17	0	0	0	0	0	0	0	+	193253-2	17	0	17	mmu-mir-433	124	69	86	1	17,	0,	69,
19	1	0	0	0	0	0	0	+	193254-2	20	0	20	mmu-mir-9-3	90	54	74	1	20,	0,	54,
